271	1250	70
271	1250	65
271	1250	62
271	1250	46
571	1563	45
871	1875	70
871	1875	67
871	1875	62
871	1875	43
1176	2188	45
1480	2500	46
1776	2813	48
2072	3125	69
2072	3125	65
2072	3125	62
2072	3125	50
2355	3438	46
2637	3750	67
2637	3750	63
2637	3750	58
2637	3750	51
2911	4063	53
3185	4375	55
3459	4688	57
3733	5000	65
3733	5000	62
3733	5000	58
3733	5000	58
4014	5313	57
4294	5625	55
4294	5625	70
4294	5625	62
4294	5625	58
4562	5938	53
4830	6250	51
4830	6250	72
4830	6250	67
5109	6563	50
5387	6875	51
5387	6875	57
5387	6875	65
5675	7188	53
5963	7500	46
5963	7500	58
5963	7500	74
5963	7500	65
8309	8750	42
8309	8750	57
8309	8750	74
8309	8750	69
8950	9375	43
8950	9375	58
8950	9375	74
8950	9375	67
9208	9688	50
9466	10000	55
9742	10313	53
10018	10625	58
10018	10625	51
10018	10625	74
10018	10625	67
10279	10938	50
10539	11250	58
10539	11250	72
10539	11250	67
10539	11250	51
10799	11563	48
11058	11875	57
11058	11875	65
11058	11875	53
11329	12188	51
11599	12500	58
11599	12500	65
11599	12500	74
11599	12500	50
11888	12813	48
12177	13125	60
12177	13125	65
12177	13125	75
12177	13125	46
12440	13438	45
12703	13750	58
12703	13750	65
12703	13750	74
12703	13750	46
12972	14063	48
13240	14375	50
13552	14688	51
13864	15000	57
13864	15000	65
13864	15000	72
13864	15000	53
16158	16250	67
16158	16250	62
16158	16250	70
16158	16250	55
16748	16875	65
16748	16875	60
16748	16875	72
16748	16875	57
17015	17188	53
17281	17500	55
17531	17813	57
17781	18125	65
17781	18125	58
17781	18125	74
17781	18125	58
18054	18438	70
18054	18438	55
18327	18750	67
18327	18750	58
18327	18750	72
18327	18750	51
18600	19063	50
18872	19375	65
18872	19375	57
18872	19375	51
19151	19688	63
19151	19688	53
19430	20000	62
19430	20000	55
19430	20000	70
19430	20000	58
19707	20313	50
19984	20625	67
19984	20625	51
19984	20625	67
19984	20625	58
20288	20938	46
20288	20938	62
20591	21250	48
20591	21250	67
20591	21250	63
20591	21250	69
20860	21563	45
21129	21875	50
21129	21875	66
21129	21875	62
21413	22188	38
21697	22500	43
21697	22500	67
21697	22500	70
21697	22500	62
24113	23750	57
24113	23750	65
24113	23750	77
24113	23750	60
24756	24375	58
24756	24375	65
24756	24375	74
24756	24375	62
25032	24688	60
25307	25000	58
25578	25313	57
25849	25625	55
25849	25625	67
25849	25625	70
25849	25625	62
26107	25938	53
26365	26250	51
26365	26250	65
26365	26250	72
26365	26250	57
26628	26563	55
26891	26875	53
27146	27188	51
27401	27500	50
27401	27500	65
27401	27500	75
27401	27500	57
27680	27813	48
27958	28125	46
27958	28125	65
27958	28125	74
27958	28125	58
28232	28438	50
28506	28750	51
28506	28750	67
28506	28750	72
28778	29063	48
29050	29375	53
29050	29375	65
29050	29375	57
29359	29688	41
29359	29688	63
29667	30000	46
29667	30000	62
29667	30000	70
29667	30000	53
