0.2700,0.8900,A4#
0.9100,1.9700,A4#
1.9800,2.5500,A4 
2.5600,3.6500,G4 
3.7300,4.2400,F4 
4.3800,4.8100,A4#
4.8200,5.9300,C5 
5.9800,7.5900,D5 
8.4600,9.0900,D5 
9.1100,10.4800,D5 
10.4900,11.4700,C5 
11.5800,12.0700,D5 
12.1600,12.6800,D5#
12.6900,13.8200,D5 
13.9000,15.4200,C5 
16.1600,16.7300,A4#
16.7400,17.7300,C5 
17.7400,18.3400,D5 
18.3500,19.3700,C5 
19.4500,19.9600,A4#
19.9700,20.4800,G4 
20.5400,21.6200,A4 
21.6900,23.3300,A4#
24.2200,24.7900,F5 
24.8000,25.7300,D5 
25.8100,26.3200,A4#
26.3400,27.3600,C5 
27.3900,27.9400,D5#
27.9600,28.4800,D5 
28.4900,29.6100,C5 
29.6200,31.9600,A4#
