0.3200,0.7790,A2#
0.4700,1.0810,A2
1.0210,1.0260,G2
1.3160,1.6240,A2
1.6600,1.8500,A2#
1.6250,2.1320,C3
1.8850,2.1710,D3
2.4170,2.3950,A2#
2.4500,3.0690,D3#
3.0380,2.9710,F3
3.3170,3.2140,G3
3.3650,3.5890,A3
3.9100,4.0770,A3#
3.8920,4.0760,A3
4.1000,4.4000,G3
4.3570,4.9630,F3
4.9310,4.8920,D3#
5.2220,5.1640,D3
5.4610,5.4450,D3#
5.4650,6.0430,F3
5.8000,7.7810,A2#
8.1870,8.6980,F2#
9.0330,9.3320,G2
9.2670,9.5450,D3
9.5930,9.8030,G3
9.5640,9.7940,F3
9.7860,10.3030,D3#
10.0610,10.3440,D3
10.3050,10.8500,D3#
10.8970,11.0990,C3
11.1990,11.4170,F3
11.4010,11.6870,D3#
11.7000,11.9510,D3
11.6680,12.2730,C3
12.0400,12.2130,A2#
12.5640,12.8700,A2
12.5870,12.7570,A2#
12.7960,13.0770,C3
13.0880,13.3010,D3
13.6370,13.6270,D3#
13.9660,15.5650,F3
15.9820,16.7880,G3
16.8770,16.8260,A3
17.1350,17.3750,F3
17.1590,17.6940,G3
17.4030,17.9100,A3
17.5930,18.1470,A3#
17.9230,18.0890,G3
18.4330,18.3940,D3#
18.4100,18.7110,D3
18.6680,18.9930,D3#
19.0080,19.1760,F3
19.5990,19.7920,G3
19.5560,20.0490,D3
20.0410,20.3180,D3#
20.3540,20.3160,A2#
20.2780,20.8610,C3
20.6300,20.8740,A2
21.1870,21.4920,D3
21.5160,21.8350,D3
21.5340,23.4650,G2
23.9240,24.5150,A3
24.8320,24.8360,A3#
25.1160,25.3660,C4
25.1310,25.6740,A3#
25.6200,25.9250,A3
25.9810,25.8800,G3
25.9410,26.4450,F3
26.4230,26.6770,D3#
26.6970,27.0080,G3
26.9830,26.9980,F3
27.3090,27.5000,D3#
27.5470,27.7740,D3
27.5200,27.7790,C3
28.1110,28.0320,A2#
28.3280,28.6370,D3
28.3260,28.6090,D3#
28.8900,28.9040,C3
29.1620,29.5340,F3
29.4800,29.8420,F2
29.8190,31.9600,A2#
