0.3200,0.6000,A2#
0.6100,0.9100,A2 
0.9200,1.1800,G2 
1.1900,1.4600,A2 
1.4700,1.7300,A2#
1.7400,2.0200,C3 
2.0300,2.2800,D3 
2.3100,2.5700,A2#
2.5800,2.8700,D3#
2.8800,3.1000,F3 
3.1600,3.4100,G3 
3.4800,3.7000,A3 
3.7300,3.9700,A3#
4.0700,4.2600,A3 
4.2700,4.5400,G3 
4.5500,4.8000,F3 
4.8100,5.0600,D3#
5.0700,5.3500,D3 
5.3600,5.6400,D3#
5.6500,5.9000,F3 
5.9500,7.5900,A2#
8.3000,8.8300,F2#
8.8500,9.1400,G2 
9.1500,9.4100,D3 
9.4200,9.6700,G3 
9.6800,9.9400,F3 
9.9500,10.1600,D3#
10.1900,10.4500,D3 
10.4600,10.7200,D3#
10.7300,10.9500,C3 
11.0200,11.2400,F3 
11.2800,11.5400,D3#
11.5800,11.8500,D3 
11.8600,12.1200,C3 
12.1600,12.4100,A2#
12.4200,12.6900,A2 
12.7000,12.9400,A2#
12.9700,13.2500,C3 
13.2600,13.5000,D3 
13.5100,13.8200,D3#
13.8600,15.4200,F3 
16.1600,16.6800,G3 
16.6900,16.9900,A3 
17.0000,17.2300,F3 
17.2600,17.5000,G3 
17.5600,17.7700,A3 
17.7800,18.0300,A3#
18.0400,18.2800,G3 
18.3200,18.5600,D3#
18.5700,18.8300,D3 
18.8400,19.1200,D3#
19.1300,19.3400,F3 
19.4500,19.6600,G3 
19.6700,19.9200,D3 
19.9300,20.1900,D3#
20.2000,20.4600,A2#
20.4700,20.7500,C3 
20.7600,21.0300,A2 
21.0400,21.3500,D3 
21.3800,21.6600,D3 
21.7100,23.3300,G2 
24.1100,24.6700,A3 
24.6800,24.9800,A3#
24.9900,25.2200,C4 
25.2500,25.5000,A3#
25.5100,25.7800,A3 
25.7900,26.0400,G3 
26.0500,26.2900,F3 
26.3000,26.5700,D3#
26.5800,26.8100,G3 
26.8500,27.1000,F3 
27.1100,27.3600,D3#
27.3900,27.6600,D3 
27.6700,27.9200,C3 
27.9300,28.2000,A2#
28.2100,28.4600,D3 
28.4700,28.7300,D3#
28.7400,29.0400,C3 
29.0500,29.3600,F3 
29.3700,29.7000,F2 
29.7100,31.9600,A2#
