0.2700,1.0540,A4#
1.0490,1.7960,A4#
2.1150,2.3500,A4
2.6750,3.7920,G4
3.6170,4.0860,F4
4.2200,4.6650,A4#
4.6250,5.7870,C5
6.1180,7.4810,D5
8.2770,9.2100,D5
9.2540,10.6340,D5
10.3900,11.6150,C5
11.3930,12.1980,D5
12.2860,12.5430,D5#
12.8830,13.9340,D5
13.7880,15.5870,C5
15.9640,16.5810,A4#
16.5930,17.5970,C5
17.6160,18.4430,D5
18.4870,19.5660,C5
19.2810,19.8490,A4#
19.8240,20.6460,G4
20.3740,21.8100,A4
21.8230,23.1490,A4#
24.4070,24.6310,F5
24.9160,25.6040,D5
25.9170,26.1640,A4#
26.4810,27.2180,C5
27.2810,27.7790,D5#
28.1440,28.3490,D5
28.3860,29.4730,C5
29.7770,31.9600,A4#
