0.1010,0.7828,A4 
0.7270,1.4088,B4 
1.2720,1.9538,B4 
1.8060,2.4878,A4 
2.4410,3.1228,F4#
3.0620,3.7438,E4 
3.6310,3.9719,F4#
3.9170,4.2579,G4#
4.2030,4.8848,A4 
4.7920,5.4738,B4 
5.3690,7.4145,A4 
7.8750,8.2159,C5#
8.1760,8.5169,D5 
8.4770,9.1588,E5 
8.9860,9.6678,F5#
9.5060,10.1878,E5 
10.0640,10.7458,C5#
10.6000,11.2818,A4 
11.1630,11.5039,F4#
11.4490,11.7899,G4#
11.7350,12.4168,A4 
12.3540,13.0358,B4 
12.9600,14.3236,A4 
14.7490,15.4308,C5#
15.3010,15.9828,C5#
15.8340,16.5158,C5#
16.3960,17.0778,B4 
16.9530,18.3166,C5#
18.1100,19.4736,A4 
20.3600,21.0418,A4 
20.9350,21.6168,B4 
21.5030,22.1848,B4 
22.0780,23.4416,C5#
23.2090,24.5726,A4 
24.9510,25.4146,B4
25.4146,26.3146,B4
25.9280,26.2689,C5#
26.2150,26.5559,B4 
26.5020,26.8429,A4 
26.8090,27.1499,G4#
27.1160,27.7978,F4#
27.6830,28.3648,B4 
28.1670,28.8488,B4 
28.7730,29.1139,A4 
29.0490,29.3899,G4#
29.3240,30.6876,F4#
30.4810,31.8446,E4 
32.5780,33.2598,F4#
33.1340,33.8158,G4#
33.6870,34.3688,A4 
34.2430,34.9248,B4 
34.8640,35.5458,A4 
