142	2045	67
142	2045	62
142	2045	59
142	2045	55
775	2727	69
775	2727	62
775	2727	57
775	2727	54
1407	3409	71
1407	3409	62
1407	3409	55
1407	3409	53
2000	4091	72
2000	4091	64
2000	4091	55
2000	4091	52
2553	4773	62
2553	4773	57
2553	4773	54
3125	5455	71
3125	5455	62
3125	5455	55
3125	5455	55
4962	6818	69
4962	6818	64
4962	6818	55
4962	6818	49
5620	7500	69
5620	7500	62
5620	7500	53
5620	7500	50
5912	7841	60
5912	7841	52
6203	8182	68
6203	8182	59
6203	8182	52
6749	8864	69
6749	8864	64
6749	8864	52
6749	8864	48
7013	9205	57
7277	9545	57
7277	9545	71
7277	9545	65
7277	9545	50
7852	10227	56
7852	10227	64
7852	10227	52
8178	10568	62
8503	10909	60
8503	10909	57
8503	10909	69
8503	10909	45
10843	12955	69
10843	12955	64
10843	12955	72
10843	12955	57
11439	13636	67
11439	13636	64
11439	13636	72
11439	13636	52
11699	13977	65
11699	13977	62
11959	14318	67
11959	14318	64
11959	14318	72
11959	14318	48
12218	14659	71
12477	15000	60
12477	15000	69
12477	15000	53
12768	15341	65
12768	15341	61
12768	15341	55
12914	15511	64
13059	15682	62
13059	15682	65
13059	15682	53
13362	16023	64
13362	16023	67
13362	16023	52
13664	16364	65
13664	16364	74
13664	16364	69
13664	16364	50
15386	18409	62
15386	18409	71
15386	18409	67
15386	18409	55
15655	18750	53
15924	19091	64
15924	19091	72
15924	19091	67
15924	19091	52
16435	19773	62
16435	19773	69
16435	19773	69
16435	19773	54
17007	20455	62
17007	20455	71
17007	20455	55
17269	20796	67
17531	21136	69
17531	21136	50
17820	21477	60
17820	21477	66
18109	21818	67
18109	21818	59
18109	21818	62
18109	21818	43
20487	23864	74
20487	23864	59
20487	23864	67
20487	23864	55
21084	24546	74
21084	24546	57
21084	24546	69
21084	24546	54
21366	24886	62
21648	25227	74
21648	25227	59
21648	25227	55
21648	25227	67
21911	25568	53
22173	25909	72
22173	25909	60
22173	25909	52
22463	26250	65
22463	26250	50
22753	26591	67
22753	26591	52
23034	26932	64
23034	26932	48
23314	27273	69
23314	27273	60
23314	27273	65
23314	27273	53
25086	29318	72
25086	29318	64
25086	29318	67
25086	29318	52
25651	30000	72
25651	30000	62
25651	30000	69
25651	30000	54
26251	30682	71
26251	30682	62
26251	30682	55
26506	31023	67
26760	31364	72
26760	31364	64
26760	31364	48
26760	31364	67
27038	31705	71
27038	31705	62
27316	32046	69
27316	32046	64
27316	32046	67
27316	32046	49
27878	32727	69
27878	32727	62
27878	32727	66
27878	32727	50
29763	34773	74
29763	34773	62
29763	34773	67
29763	34773	47
30317	35455	72
30317	35455	55
30317	35455	52
30609	35796	57
30609	35796	66
30900	36136	71
30900	36136	59
30900	36136	67
30900	36136	50
31200	36477	64
31200	36477	48
31500	36818	69
31500	36818	57
31500	36818	67
31500	36818	50
31779	37159	62
32057	37500	66
32057	37500	38
32356	37841	60
32654	38182	67
32654	38182	59
32654	38182	62
32654	38182	43
