0.1420,0.8238,G4 
0.7750,1.4568,A4 
1.4070,2.0888,B4 
2.0000,3.3636,C5 
3.1250,4.4886,B4 
4.9620,5.6438,A4 
5.6200,6.3018,A4 
6.2030,6.8848,G4#
6.7490,7.4308,A4 
7.2770,8.6406,B4 
8.5030,9.8666,A4 
10.8430,11.5248,C5 
11.4390,12.1208,C5 
11.9590,12.2999,C5 
12.2180,12.5589,B4 
12.4770,13.8406,A4 
13.6640,15.0276,D5 
15.3860,16.0678,B4 
15.9240,16.6058,C5 
16.4350,17.1168,A4 
17.0070,17.6888,B4 
17.5310,18.2128,A4 
18.1090,19.4726,G4 
20.4870,22.3298,D5 
22.1730,23.5366,C5 
23.3140,24.6776,A4 
25.0860,25.7678,C5 
25.6510,26.3328,C5 
26.2510,26.9328,B4 
26.7600,27.1009,C5 
27.0380,27.3789,B4 
27.3160,29.2416,A4 
29.7630,30.4448,D5 
30.3170,30.9988,C5 
30.9000,31.5818,B4 
31.5000,32.8636,A4 
32.6540,34.6995,G4 
