0.1,0.72,D4 
0.75,1.36,D4 
1.37,1.95,E4 
1.97,3.16,F4 
3.17,5.01,E4 
5.06,5.66,A4 
5.67,6.11,B4 
6.12,6.69,C5 
6.7,7.04,D5 
7.05,7.33,C5 
7.34,8.57,B4 
8.63,10.28,A4 
11.3,11.91,C5 
11.92,12.42,B4 
12.43,12.97,A4 
12.99,14.21,G4 
14.22,14.83,A4 
14.86,15.37,G4 
15.47,16.03,F4 
16.06,16.59,F4 
16.67,17.8,E4 
17.91,18.81,F4 
19.24,19.78,E4 
19.81,20.34,E4 
20.39,20.95,F4 
20.99,22.14,G4 
22.25,23.76,E4 
24.04,24.54,A4 
24.55,25,B4 
25.01,25.55,C5 
25.56,25.86,D5 
25.87,26.17,C5 
26.18,27.34,B4 
27.43,29.1,A4 
29.88,30.48,F4#
30.49,31,G4 
31.02,31.57,G4 
31.59,32.12,G4 
32.13,32.76,F4#
32.77,34.6,G4 
35.57,36.3,E4 
36.31,36.87,F4 
36.88,37.51,G4 
37.52,38.73,E4 
38.82,40.67,D4 
