104	2143	62
104	2143	57
104	2143	53
104	2143	50
432	2500	55
432	2500	52
759	2857	62
759	2857	57
759	2857	57
759	2857	53
1072	3214	52
1385	3571	64
1385	3571	64
1385	3571	57
1385	3571	50
1684	3929	49
1983	4286	65
1983	4286	64
1983	4286	57
1983	4286	50
2289	4643	52
2594	5000	62
2594	5000	53
2901	5357	50
3207	5714	64
3207	5714	61
3207	5714	57
3207	5714	45
5019	7143	69
5019	7143	64
5019	7143	57
5019	7143	48
5350	7500	47
5680	7857	71
5680	7857	64
5680	7857	64
5680	7857	45
5984	8214	44
6287	8571	72
6287	8571	69
6287	8571	64
6287	8571	45
6559	8929	48
6830	9286	74
6830	9286	69
6830	9286	62
6830	9286	53
7105	9643	72
7105	9643	64
7105	9643	52
7380	10000	71
7380	10000	69
7380	10000	65
7380	10000	50
7682	10357	47
7983	10714	68
7983	10714	64
7983	10714	52
8301	11071	62
8619	11429	69
8619	11429	64
8619	11429	60
8619	11429	45
11304	13571	72
11304	13571	69
11304	13571	64
11304	13571	45
11934	14286	71
11934	14286	65
11934	14286	50
12218	14643	67
12218	14643	64
12218	14643	52
12360	14821	62
12502	15000	65
12502	15000	69
12502	15000	60
12502	15000	53
12779	15357	64
13055	15714	62
13055	15714	67
13055	15714	59
13688	16429	67
13688	16429	67
13688	16429	60
13688	16429	52
14298	17143	69
14298	17143	60
14298	17143	53
14583	17500	65
14868	17857	67
14868	17857	60
14868	17857	48
15166	18214	64
15463	18572	65
15463	18572	57
15463	18572	50
15764	18929	62
16064	19286	60
16064	19286	65
16064	19286	57
16064	19286	45
16354	19643	62
16354	19643	46
16644	20000	60
16644	20000	64
16644	20000	55
16644	20000	48
16967	20357	57
17289	20714	58
17901	21429	60
17901	21429	65
17901	21429	57
17901	21429	41
19196	22143	61
19196	22143	64
19196	22143	57
19196	22143	45
19506	22500	62
19816	22857	64
19816	22857	64
19816	22857	57
19816	22857	49
20408	23572	65
20408	23572	57
20408	23572	50
20706	23929	62
20706	23929	48
21003	24286	67
21003	24286	55
21003	24286	47
21305	24643	60
21305	24643	45
21606	25000	62
21606	25000	47
21886	25357	59
21886	25357	43
22166	25714	60
22166	25714	64
22166	25714	55
22166	25714	48
24054	27143	69
24054	27143	69
24054	27143	64
24054	27143	48
24585	27857	69
24585	27857	71
24585	27857	65
24585	27857	50
25158	28572	72
25158	28572	64
25158	28572	52
25422	28929	68
25685	29286	69
25685	29286	74
25685	29286	62
25685	29286	53
25957	29643	72
25957	29643	64
25957	29643	52
26229	30000	69
26229	30000	71
26229	30000	65
26229	30000	50
26801	30714	68
26801	30714	64
26801	30714	52
27124	31072	62
27446	31429	64
27446	31429	69
27446	31429	60
27446	31429	45
29874	33572	60
29874	33572	66
29874	33572	57
29874	33572	45
30469	34286	62
30469	34286	67
30469	34286	55
30469	34286	46
31033	35000	62
31033	35000	67
31033	35000	47
31368	35357	53
31702	35714	63
31702	35714	51
31702	35714	67
31702	35714	48
32001	36072	58
32300	36429	57
32300	36429	62
32300	36429	66
32300	36429	50
32601	36786	60
32901	37143	58
32901	37143	62
32901	37143	67
32901	37143	43
35523	39286	57
35523	39286	61
35523	39286	64
35523	39286	45
36299	40000	57
36299	40000	62
36299	40000	65
36299	40000	50
36604	40357	48
36909	40714	55
36909	40714	62
36909	40714	46
36909	40714	67
37220	41072	58
37220	41072	43
37531	41429	57
37531	41429	45
37531	41429	64
37816	41786	52
38100	42143	57
38100	42143	61
38450	42500	55
38800	42857	54
38800	42857	50
38800	42857	57
38800	42857	62
