0.3100,0.7650,F4#
1.1110,2.3260,F4#
2.4060,2.8850,F4#
2.6320,3.7430,D4
4.0990,4.2740,D4
4.5710,5.5200,D4
5.7540,5.9860,C4#
6.3540,7.9020,D4
8.5210,9.1010,C4#
9.0970,10.1860,D4
10.5390,11.0930,D4
11.0920,11.2940,D4
11.6160,12.1490,C4#
12.1470,12.4520,D4
12.7930,12.9870,E4
12.9670,13.9120,A3
13.8810,14.2200,D4
14.2000,15.5720,C4#
16.9480,17.2470,F4#
17.4840,18.5430,E4
18.5730,19.0950,D4
19.1480,19.7220,D4
19.7070,19.9690,C4#
20.2770,20.5090,D4
20.8110,21.0330,D4
21.4380,21.6050,G4
21.9880,22.1810,F4#
22.5110,24.1100,F4#
24.9760,25.5150,E4
25.4720,26.3170,F4#
26.6840,27.1750,F4#
27.2160,28.2890,E4
27.9320,28.5230,C4#
28.4420,29.3380,A3
29.3520,29.8940,B3
29.9760,30.5370,C4#
30.5330,32.6800,A3
