0.3100,0.7430,A4
1.1530,2.0110,B4
2.3750,2.9150,A4
2.5640,4.0680,G4
3.7380,4.3220,F4#
4.5640,5.1230,F4#
5.1640,5.4140,B4
5.4960,6.0020,A4
6.1280,7.6660,A4
8.8980,9.3950,C5#
9.3600,10.2470,B4
10.2540,11.1010,B4
11.1500,11.6820,B4
11.4100,11.9110,A4
12.2650,12.7750,A4
12.4730,13.3140,A4
13.3980,13.6120,D5
13.9440,14.4730,A4
14.4940,15.8520,A4
17.0140,17.4330,B4
17.4690,18.5720,A4
18.3370,19.1620,A4
18.9330,19.4480,B4
19.7890,20.0150,A4
20.0060,20.2800,G4
20.0020,20.8210,F4#
20.5130,21.4160,B4
21.3820,21.6360,B4
21.6230,22.5200,A4#
22.1930,24.0660,B4
24.6490,25.2570,A4
25.2750,26.3790,A4
26.3930,26.8990,B4
26.9050,27.9910,A4
27.9850,28.5770,A4
28.6100,29.0710,A4
29.3840,30.5750,G4
30.5620,32.6800,F4#
