0.3100,0.9200,A4 
0.9600,2.1800,B4 
2.1900,2.7300,A4 
2.7400,3.8800,G4 
3.8900,4.4400,F4#
4.4600,5.0000,F4#
5.0100,5.6000,B4 
5.6100,6.1800,A4 
6.2300,7.5300,A4 
8.7100,9.2400,C5#
9.2500,10.3500,B4 
10.3700,10.9600,B4 
10.9800,11.4900,B4 
11.5300,12.0700,A4 
12.1000,12.6300,A4 
12.6500,13.2000,A4 
13.2100,13.7600,D5 
13.7700,14.3200,A4 
14.3600,15.7500,A4 
16.8300,17.3300,B4 
17.3600,18.4200,A4 
18.4500,18.9900,A4 
19.0500,19.6200,B4 
19.6300,19.8700,A4 
19.8800,20.1200,G4 
20.1300,20.6400,F4#
20.6500,21.2200,B4 
21.2400,21.7700,B4 
21.8000,22.3200,A4#
22.3300,23.9500,B4 
24.8300,25.3900,A4 
25.4100,26.5300,A4 
26.5500,27.0600,B4 
27.0700,28.1200,A4 
28.1400,28.6900,A4 
28.7200,29.1900,A4 
29.2300,30.3800,G4 
30.3900,32.6800,F4#
