0.2200,0.8583,C5 
0.8570,1.4953,B4 
1.4880,2.1263,A4 
2.0690,2.7073,G4 
3.3250,3.9633,G4 
3.8940,4.5323,A4 
4.4780,5.1163,B4 
5.1110,5.7493,C5 
6.8740,7.5123,D5 
7.4180,8.0563,C5 
8.0330,8.6713,B4 
8.6200,9.2583,A4 
9.2010,9.5201,B4 
9.5210,9.8401,C5 
9.8410,11.1176,A4 
11.0230,11.6613,G4 
12.8660,13.5043,C5 
13.4560,14.0943,B4 
14.0490,14.6873,C5 
14.6550,15.2933,D5 
15.8520,16.4903,D5 
16.4280,17.0663,E5 
17.0010,17.3201,D5 
17.2890,17.6081,C5 
17.5760,18.2143,D5 
19.3000,19.9383,G4 
19.8890,20.5273,A4 
20.4640,21.1023,B4 
21.0260,21.3451,C5 
21.3300,21.6491,D5 
21.6330,21.9521,E5 
21.9510,22.2701,F5 
22.2680,23.5446,D5 
23.5520,24.1903,C5 
