220	1915	72
220	1915	67
220	1915	64
220	1915	48
857	2553	71
857	2553	67
857	2553	62
857	2553	55
1488	3191	69
1488	3191	66
1488	3191	50
1779	3511	60
2069	3830	67
2069	3830	62
2069	3830	59
2069	3830	43
3325	4468	67
3325	4468	64
3325	4468	60
3325	4468	48
3610	4787	62
3610	4787	58
3894	5106	69
3894	5106	60
3894	5106	57
3894	5106	53
4186	5426	55
4186	5426	52
4478	5745	71
4478	5745	62
4478	5745	53
4478	5745	50
5111	6383	72
5111	6383	64
5111	6383	55
5111	6383	48
6874	7021	74
6874	7021	67
6874	7021	59
6874	7021	43
7418	7660	72
7418	7660	60
7418	7660	45
7726	7979	66
8033	8298	71
8033	8298	67
8033	8298	62
8033	8298	47
8327	8617	48
8620	8936	69
8620	8936	66
8620	8936	62
8620	8936	50
9201	9574	71
9201	9574	67
9201	9574	62
9201	9574	55
9521	9894	72
9841	10213	69
9841	10213	64
9841	10213	48
10378	10851	66
10378	10851	62
10378	10851	50
10701	11170	60
11023	11489	67
11023	11489	62
11023	11489	59
11023	11489	43
12866	12128	72
12866	12128	67
12866	12128	60
12866	12128	52
13456	12766	71
13456	12766	65
13456	12766	62
13456	12766	50
14049	13404	72
14049	13404	67
14049	13404	64
14049	13404	48
14655	14043	74
14655	14043	67
14655	14043	59
14655	14043	55
15852	14681	74
15852	14681	67
15852	14681	59
15852	14681	55
16428	15319	76
16428	15319	67
16428	15319	60
16428	15319	60
16715	15638	59
17001	15957	74
17001	15957	66
17001	15957	60
17001	15957	57
17289	16277	72
17576	16596	74
17576	16596	67
17576	16596	59
17576	16596	55
19300	17234	67
19300	17234	67
19300	17234	60
19300	17234	52
19889	17872	69
19889	17872	62
19889	17872	60
19889	17872	54
20464	18511	71
20464	18511	62
20464	18511	59
20464	18511	56
21026	19149	72
21026	19149	60
21026	19149	64
21026	19149	57
21330	19468	74
21330	19468	65
21633	19787	55
21633	19787	76
21633	19787	67
21951	20106	53
21951	20106	69
21951	20106	77
21951	20106	60
22268	20426	67
22268	20426	55
22268	20426	74
22268	20426	60
22845	21064	43
22845	21064	59
23199	21383	65
23552	21702	64
23552	21702	48
23552	21702	72
23552	21702	55
