0.142,0.499144,G2 
0.465,0.822145,A2 
0.787,1.14414,A2#
1.089,1.44614,C3 
1.391,2.10529,D3 
1.999,2.71329,E3 
2.539,3.25329,F3 
3.116,3.83029,G3 
3.682,4.39629,G3#
4.249,4.60614,A3 
4.547,4.90414,A2 
4.845,6.27358,D3 
6.676,7.03314,D3 
6.968,7.32514,C3 
7.26,7.97429,A2#
7.839,8.55329,F2#
8.423,9.13729,G2 
8.99,9.70429,D3 
9.554,10.9826,G2 
11.997,12.3541,D3#
12.332,12.6891,D3 
12.666,13.3803,C3 
13.237,13.9513,G2 
13.818,14.5323,D3 
14.379,15.0933,D3#
14.967,16.3956,D3 
16.903,17.6173,G2 
17.448,18.1623,D3 
18.038,18.7523,C3 
18.629,18.9861,F3 
18.916,19.2731,E3 
19.203,19.5601,D3 
19.509,19.8661,C3#
19.814,20.5283,D3 
20.405,21.1193,A2 
21.058,21.7723,D2 
22.82,23.1771,D3 
23.126,23.4831,C3 
23.432,23.7891,A2#
23.704,24.0611,A2 
23.975,24.3321,G2 
24.275,24.6321,F2#
24.575,25.2893,G2 
25.176,25.8903,D2 
25.843,28.7002,G2 
