0.14,0.78,D4 
0.8,1.35,D4 
1.4,2,D4 
2.02,2.29,D4 
2.3,2.5,C4  
2.53,2.84,C4 
2.85,3.39,F4 
3.4,3.67,D4#
3.69,4.61,D4 
4.62,4.9,C4#
4.91,6.15,A3 
6.72,7.25,D4 
7.27,7.81,D4 
7.82,8.04,D4#
8.05,8.39,D4 
8.41,8.95,D4 
8.97,9.55,D4 
9.57,11.12,D4 
12.03,12.34,G4 
12.37,12.64,F4 
12.66,13.19,D4#
13.23,13.5,D4#
13.54,13.86,G4 
13.88,14.17,G4
14.18,14.44,F4#
14.45,14.76,G4 
14.77,15.04,G3 
15.05,16.28,D4 
16.91,17.2,D4 
17.21,17.47,C4#
17.48,17.78,D4 
17.8,18.11,F4 
18.13,18.49,F4 
18.5,18.71,E4 
18.72,19.27,F4 
19.28,19.84,E4 
19.87,20.11,E4 
20.14,20.82,D4 
20.83,21.12,C4#
21.13,22.39,A3 
22.88,23.44,D4 
23.46,23.95,D4 
23.96,24.5,D4#
24.56,25.14,D4 
25.17,25.85,D4 
25.87,29.19,D4 
