0.1160,0.7410,D4 
0.7670,1.3920,D4 
1.3580,1.9830,D4 
1.9690,2.5940,D4 
2.5690,2.8815,D4 
2.8690,3.1815,F4#
3.1680,4.1055,G4 
4.2050,4.5175,F4#
4.5440,5.1690,D4 
6.4240,7.0490,G4 
6.9910,7.6160,G4 
7.6090,8.2340,G4 
8.2620,8.5745,F4 
8.5810,9.2060,D4#
9.2190,9.3752,D4 
9.3780,9.5343,C4 
9.5370,9.8495,D4 
9.8640,10.0203,E4 
10.0270,10.1832,F4 
10.1900,10.8150,G4 
10.8590,11.4840,F4 
12.8030,13.4280,F4 
13.4800,14.1050,F4 
14.0700,14.3825,E4 
14.3840,14.6965,F4#
14.6970,15.0095,G4 
15.0470,15.3595,F4#
15.3970,15.7095,G4 
15.7210,16.0335,D4 
16.0440,16.3565,D4 
16.3620,16.9870,G4 
17.0310,17.3435,F4#
17.3810,18.0060,D4 
19.2230,19.8480,F4#
19.8250,20.4500,G4 
20.4240,21.0490,D4 
21.0210,21.6460,D4 
21.6520,21.9645,D4 
21.9650,22.2775,F4#
22.2780,23.2155,G4 
23.2070,23.5195,F4#
23.5210,24.7710,D4 
