0.1100,0.3090,D4
0.2720,0.6380,C4
0.9110,1.1080,A3#
1.1280,1.7470,A3#
2.1200,2.3860,A3
2.3870,2.9710,A3#
3.0470,3.0380,C4
3.2720,3.7180,D4
4.0220,4.0590,D4#
4.0730,4.1870,D4
4.5520,4.7570,C4
4.4520,5.6300,A3#
6.3340,6.8280,D4
6.8310,7.4310,D4
7.7120,8.1670,D4
8.1280,8.6600,D4
8.4740,8.9440,G3
9.0300,9.0050,A3
9.0070,9.3020,A3#
9.6580,9.9030,A3#
10.0000,10.2720,A3
9.9640,10.3110,G3
10.3240,11.0050,C4
10.6640,11.9760,C4
12.7050,13.3460,C4
12.9920,13.2430,A3#
13.6080,13.6530,A3
13.6130,13.9650,G3
13.9300,14.8020,A3
14.5480,14.6140,A3
14.6300,15.2480,G3
15.1810,15.4770,C4
15.2310,15.8070,A3#
15.5770,15.9030,A3
15.9010,16.2180,G3
16.2890,16.5500,D4
16.8540,17.1420,D4#
16.8320,17.3390,D4
17.3520,17.2580,C4
17.2400,18.3760,A3#
19.1100,19.6610,D4
19.6340,20.2620,D4
20.5490,20.9310,A3#
21.1890,21.4640,A3
21.5330,21.8480,A3#
22.1500,22.3960,C4
22.4130,22.9850,D4
22.7400,23.0700,D4#
23.0680,23.5680,D4
23.2380,23.4820,C4
23.4570,25.1300,B3
