0.1100,0.3400,A2#
0.3500,0.6700,A2 
0.6800,0.9900,G2 
1.0000,1.3100,A2 
1.3300,1.6300,A2#
1.6400,1.9600,C3 
1.9700,2.2500,D3 
2.2600,2.5700,C3 
2.5800,2.8900,A2#
2.9000,3.2100,A2 
3.2300,3.5300,G2 
3.5400,3.8300,A2#
3.8500,4.1800,C3 
4.1900,4.5400,D3 
4.5500,5.7300,G2 
6.4500,7.0000,G3 
7.0200,7.3200,G2 
7.3300,7.6100,A2 
7.6200,7.9100,A2#
7.9200,8.2400,C3 
8.2500,8.5500,D3 
8.5600,8.8200,E3 
8.9100,9.5000,F3 
9.5300,10.1800,F3 
10.1900,10.8500,E3 
10.8600,12.1200,F3 
12.8700,13.1600,F2 
13.1700,13.4400,G2 
13.5000,13.7900,A2 
13.8000,14.0800,A2#
14.0900,14.3900,C3 
14.4000,14.7500,D3 
14.7600,15.6500,D3#
15.6900,16.0200,F2#
16.0300,16.3100,G2 
16.3200,16.6300,A2#
16.6400,16.9600,C3 
16.9800,17.3100,D3 
17.3200,18.5500,G2 
19.2400,19.7800,D3 
19.7900,20.1300,G2 
20.1400,20.3800,A2 
20.4200,20.6900,A2#
20.7000,21.0000,C3 
21.0100,21.3000,D3 
21.3100,21.6200,C3 
21.6300,21.9300,A2#
21.9400,22.2400,A2 
22.2500,22.5600,G2 
22.5700,22.8700,A2#
22.9000,23.2200,C3 
23.2300,23.5800,D3 
23.5900,25.1300,G2 
