0.1100,0.4540,A2#
0.1970,0.8540,A2
0.8690,0.8700,G2
1.1460,1.1370,A2
1.5100,1.7840,A2#
1.4870,2.0810,C3
2.1570,2.1040,D3
2.4230,2.7100,C3
2.4420,3.0090,A2#
2.7880,3.0150,A2
3.3740,3.6830,G2
3.7180,3.9800,A2#
3.7390,4.3230,C3
4.0880,4.7370,D3
4.3750,5.5530,G2
6.6040,6.8070,G3
6.9190,7.4810,G2
7.1700,7.7510,A2
7.7620,7.7750,A2#
8.0320,8.1110,C3
8.3960,8.4450,D3
8.4260,8.6210,E3
9.0750,9.6510,F3
9.3410,10.0640,F3
10.3150,10.7230,E3
10.7600,11.9530,F3
12.9950,13.3580,F2
13.0400,13.5940,G2
13.3450,13.6640,A2
13.9820,14.2300,A2#
14.2860,14.2610,C3
14.5500,14.8710,D3
14.6480,15.7970,D3#
15.5140,15.8490,F2#
16.2120,16.1130,G2
16.4840,16.4320,A2#
16.5000,17.1150,C3
17.1660,17.1220,D3
17.2160,18.4180,G2
19.0910,19.9170,D3
19.9170,20.3210,G2
20.3310,20.2240,A2
20.3050,20.5670,A2#
20.8310,21.1590,C3
20.9040,21.1810,D3
21.1480,21.5070,C3
21.5220,21.8020,A2#
22.0620,22.3590,A2
22.0580,22.7020,G2
22.4150,22.7470,A2#
22.7670,23.0270,C3
23.4090,23.4380,D3
23.4490,25.1300,G2
