258	2143	62
258	2143	57
258	2143	53
258	2143	50
929	2857	65
929	2857	62
929	2857	57
929	2857	50
1536	3571	67
1536	3571	58
1536	3571	43
1822	3929	64
2108	4286	69
2108	4286	65
2108	4286	62
2108	4286	38
3226	5000	74
3226	5000	69
3226	5000	65
3226	5000	50
3769	5714	72
3769	5714	69
3769	5714	64
3769	5714	57
4324	6429	68
4324	6429	64
4324	6429	52
4588	6786	71
4720	6964	62
4852	7143	69
4852	7143	69
4852	7143	60
4852	7143	53
5116	7500	71
5116	7500	68
5116	7500	62
5379	7857	48
5379	7857	72
5379	7857	69
5379	7857	64
5678	8214	50
5678	8214	65
5977	8571	71
5977	8571	69
5977	8571	52
5977	8571	59
6278	8929	68
6278	8929	64
6429	9107	66
6579	9286	68
6579	9286	40
6878	9643	62
7176	10000	69
7176	10000	64
7176	10000	61
7176	10000	45
8924	10714	74
8924	10714	69
8924	10714	62
8924	10714	53
9502	11429	74
9502	11429	69
9502	11429	62
9502	11429	58
9794	11786	67
9794	11786	64
10086	12143	74
10086	12143	71
10086	12143	65
10086	12143	57
10375	12500	56
10663	12857	73
10663	12857	69
10663	12857	64
10663	12857	57
11803	13571	76
11803	13571	69
11803	13571	57
11803	13571	49
12121	13929	67
12438	14286	74
12438	14286	65
12438	14286	57
12438	14286	50
12712	14643	52
12986	15000	69
12986	15000	65
12986	15000	62
12986	15000	53
13553	15714	70
13553	15714	67
13845	16072	60
13845	16072	52
14137	16429	69
14137	16429	65
14137	16429	60
14137	16429	53
14429	16786	67
14720	17143	67
14720	17143	65
14720	17143	62
14720	17143	46
15020	17500	64
15020	17500	58
15170	17679	62
15320	17857	64
15320	17857	55
15320	17857	48
15623	18214	60
15775	18393	58
15926	18572	65
15926	18572	60
15926	18572	57
15926	18572	41
17634	19286	65
17634	19286	62
17634	19286	58
17634	19286	46
18317	20000	64
18317	20000	62
18317	20000	58
18317	20000	43
18885	20714	64
18885	20714	61
18885	20714	57
18885	20714	45
19151	21072	55
19416	21429	62
19416	21429	57
19416	21429	53
19416	21429	38
20742	22143	69
20742	22143	65
20742	22143	62
20742	22143	50
21384	22857	72
21384	22857	60
21384	22857	45
21624	23214	64
21624	23214	43
21864	23572	72
21864	23572	65
21864	23572	60
21864	23572	45
22146	23929	46
22427	24286	67
22427	24286	64
22427	24286	60
22427	24286	48
22686	24643	69
22686	24643	57
22945	25000	70
22945	25000	65
22945	25000	62
22945	25000	50
23209	25357	67
23209	25357	60
23209	25357	52
23473	25714	69
23473	25714	65
23473	25714	60
23473	25714	53
24654	26429	69
24654	26429	65
24654	26429	62
24654	26429	50
25217	27143	72
25217	27143	65
25217	27143	60
25217	27143	45
25797	27857	74
25797	27857	65
25797	27857	46
26056	28214	58
26315	28572	69
26315	28572	65
26315	28572	60
26315	28572	41
27482	29286	72
27482	29286	67
27482	29286	60
27482	29286	40
28032	30000	69
28032	30000	60
28032	30000	41
28327	30357	65
28475	30536	64
28622	30714	62
28622	30714	67
28622	30714	58
28622	30714	46
28903	31072	65
29183	31429	62
29183	31429	64
29183	31429	43
29456	31786	55
29729	32143	61
29729	32143	52
29729	32143	45
30012	32500	62
30012	32500	57
30153	32679	55
30294	32857	62
30294	32857	57
30294	32857	54
30294	32857	38
