0.38,0.93,D3 
0.97,1.49,D3 
1.5,2.06,G2 
2.1,3.17,D3 
3.21,3.76,D3 
3.77,4.31,A3 
4.32,4.86,E3 
4.87,5.36,F3 
5.4,5.66,C3 
5.67,5.97,D3 
5.98,6.51,E3 
6.56,7.18,E2 
7.19,8.13,A2 
9.01,9.57,F3 
9.58,10.11,A3#
10.12,10.37,A3 
10.41,10.67,G3#
10.68,11.69,A3 
11.85,12.42,C3#
12.43,12.69,D3 
12.7,12.99,E3 
13,13.53,F3 
13.55,13.82,F3 
13.83,14.13,E3 
14.14,14.68,F3 
14.7,15.25,A2#
15.26,15.86,C3 
15.87,16.9,F2 
17.74,18.29,A2#
18.3,18.85,G2 
18.89,19.47,A2 
19.53,20.66,D2 
20.76,21.25,D3 
21.26,21.53,A2 
21.54,21.77,G2 
21.91,22.07,A2 
22.08,22.36,A2#
22.37,22.9,C3 
22.91,23.18,D3 
23.19,23.47,E3 
23.48,24.26,F3 
24.67,25.22,D3 
25.23,25.76,A2 
25.8,26.33,A2#
26.34,27.38,F2 
27.47,28.07,E2 
28.08,28.61,F2 
28.62,29.15,A2#
29.18,29.7,G2 
29.71,30.27,A2 
30.28,32.19,D2 
