0.2600,1.0210,A3
1.0920,1.6880,D4
1.6500,1.5410,D4
1.6040,1.9550,E4
1.9060,3.3440,F4
3.3420,3.9780,A4
3.6580,4.4770,A4
4.2180,4.7890,G4#
5.0160,4.9860,A4
5.2940,5.2720,G4#
5.2370,5.8150,A4
5.8620,6.1300,A4
6.1120,6.2100,G4#
6.5850,6.7060,F4#
6.4140,7.2860,G4#
7.2790,8.0170,E4
8.8200,9.7110,A4
9.7120,9.6550,A4
9.9710,10.2230,G4
10.2850,10.5290,A4#
10.5550,11.5060,A4
11.7040,11.9980,A4
12.0110,12.5240,G4
12.5860,13.1700,F4
12.9120,13.6560,F4
13.6900,14.2430,G4
13.9710,14.7960,F4
14.8640,14.7750,F4
15.1560,14.9870,E4
14.9840,15.4570,D4
15.1160,15.6350,E4
15.7260,16.8410,C4
17.8810,18.4700,D4
18.1540,19.0090,D4
19.0760,19.5800,C4#
19.5910,20.1890,A3
20.2050,20.5030,A3
20.6510,21.2520,F4
21.2600,21.4650,F4
21.7950,21.7320,E4
21.7520,22.2880,F4
22.2640,23.1220,E4
23.0870,23.0940,F4
23.0500,23.6250,G4
23.3520,24.1360,F4
24.5590,25.0730,F4
25.4390,25.8720,F4
25.9390,26.4900,F4
26.2560,27.2430,F4
27.3800,28.1440,G4
27.9290,28.4920,G4
28.1630,28.3340,F4
28.3130,28.4870,E4
28.8380,29.2540,D4
29.3430,29.5790,D4
29.5670,30.4320,C4#
30.4560,32.1700,A3
