0.1840,0.8362,C5 
0.9030,1.5552,C5 
1.4510,1.7771,A4 
1.7460,2.0721,B4 
2.0400,2.3661,C5 
2.3420,2.6681,D5 
2.6430,3.2952,E5 
3.2240,3.5501,D5 
3.5190,3.6820,E5 
3.6670,3.8300,F5 
3.8140,4.4662,D5 
4.4000,5.0522,C5 
6.1210,6.7732,C5 
6.7140,7.3662,B4 
7.2510,7.5771,A4 
7.5340,7.8601,B4 
7.8160,8.4682,C5 
8.3630,8.6891,D5 
8.6670,8.9931,C5 
8.9700,10.2744,B4 
10.1260,10.7782,A4 
12.0000,12.6522,C5 
12.5360,13.1882,C5 
13.0500,13.3761,A4 
13.3320,13.6581,B4 
13.6130,13.9391,C5 
13.9260,14.2521,D5 
14.2390,14.8912,E5 
14.7590,15.0851,D5 
15.0790,15.2420,E5 
15.2380,15.4010,F5 
15.3980,16.0502,D5 
16.0090,16.6612,C5 
17.5730,18.2252,C5 
18.2510,18.9032,B4 
18.9050,19.2311,A4 
19.1900,19.5161,B4 
19.4750,20.1272,C5 
20.0430,20.3691,D5 
20.3190,20.6451,C5 
20.5940,21.8984,B4 
21.8160,22.4682,A4 
23.5700,24.2222,D5 
24.1910,24.8432,E5 
24.7400,25.3922,E5 
25.3490,25.6751,B4 
25.6420,25.9681,C5 
25.9340,26.5862,D5 
26.5030,27.1552,C5 
27.0120,27.6642,C5 
27.6400,28.2922,B4 
28.8050,29.4572,C5 
29.4380,30.0902,D5 
29.9850,30.3111,A4 
30.2650,30.5911,B4 
30.5440,31.1962,C5 
31.0590,31.7112,B4 
31.6610,31.8240,A4 
31.8050,31.9680,B4 
31.9490,32.2751,C5 
32.2370,32.8892,A4 
32.8680,33.5202,G4 
34.6330,35.2852,C5 
35.2260,35.8782,B4 
35.7940,36.1201,A4 
36.0640,36.3901,B4 
36.3340,36.9862,C5 
36.9370,37.2631,D5 
37.1710,37.4971,C5 
37.4040,38.7084,B4 
38.6040,39.2562,A4 
