184	1957	72
184	1957	64
184	1957	60
184	1957	57
544	2283	65
903	2609	72
903	2609	67
903	2609	60
903	2609	52
1451	3261	69
1451	3261	65
1451	3261	60
1451	3261	53
1746	3587	71
2040	3913	72
2040	3913	67
2040	3913	60
2040	3913	52
2342	4239	74
2342	4239	50
2643	4565	76
2643	4565	67
2643	4565	60
2643	4565	48
3224	5217	74
3224	5217	69
3224	5217	60
3224	5217	53
3519	5543	76
3667	5707	77
3814	5870	67
3814	5870	59
3814	5870	55
3814	5870	74
4107	6196	65
4400	6522	55
4400	6522	48
4400	6522	72
4400	6522	64
6121	7174	57
6121	7174	57
6121	7174	72
6121	7174	66
6714	7826	62
6714	7826	55
6714	7826	71
6714	7826	67
7251	8478	62
7251	8478	62
7251	8478	69
7251	8478	65
7534	8804	71
7816	9130	60
7816	9130	57
7816	9130	72
7816	9130	64
8090	9457	59
8090	9457	55
8363	9783	57
8363	9783	53
8363	9783	74
8363	9783	69
8667	10109	52
8667	10109	72
8970	10435	65
8970	10435	50
8970	10435	71
8970	10435	69
9541	11087	64
9541	11087	52
9541	11087	68
9834	11413	62
10126	11739	69
10126	11739	61
10126	11739	45
10126	11739	64
12000	12391	72
12000	12391	60
12000	12391	57
12000	12391	64
12268	12717	65
12536	13044	72
12536	13044	60
12536	13044	52
12536	13044	67
13050	13696	69
13050	13696	60
13050	13696	53
13050	13696	65
13332	14022	71
13613	14348	72
13613	14348	60
13613	14348	52
13613	14348	67
13926	14674	74
13926	14674	50
14239	15000	76
14239	15000	60
14239	15000	48
14239	15000	67
14759	15652	74
14759	15652	60
14759	15652	53
14759	15652	69
15079	15978	76
15238	16141	77
15398	16304	74
15398	16304	67
15398	16304	59
15398	16304	55
15704	16630	65
16009	16957	64
16009	16957	72
16009	16957	55
16009	16957	48
17573	17609	66
17573	17609	72
17573	17609	57
17573	17609	57
18251	18261	67
18251	18261	71
18251	18261	62
18251	18261	55
18905	18913	65
18905	18913	69
18905	18913	62
18905	18913	62
19190	19239	71
19475	19565	72
19475	19565	64
19475	19565	60
19475	19565	57
19759	19891	59
19759	19891	55
20043	20217	74
20043	20217	69
20043	20217	57
20043	20217	53
20319	20544	72
20319	20544	52
20594	20870	71
20594	20870	50
20594	20870	69
20594	20870	65
21169	21522	52
21169	21522	68
21169	21522	64
21493	21848	62
21816	22174	69
21816	22174	61
21816	22174	45
21816	22174	64
23570	22826	74
23570	22826	59
23570	22826	43
23570	22826	67
24191	23478	76
24191	23478	60
24191	23478	48
24191	23478	67
24466	23804	50
24740	24131	52
24740	24131	76
24740	24131	55
24740	24131	67
25045	24457	53
25045	24457	57
25349	24783	55
25349	24783	59
25349	24783	71
25349	24783	62
25642	25109	72
25642	25109	64
25934	25435	53
25934	25435	74
25934	25435	57
25934	25435	65
26219	25761	59
26503	26087	60
26503	26087	45
26503	26087	72
26503	26087	64
26758	26413	62
26758	26413	47
27012	26739	64
27012	26739	48
27012	26739	72
27012	26739	69
27326	27065	50
27640	27391	52
27640	27391	64
27640	27391	71
27640	27391	68
28805	28044	57
28805	28044	64
28805	28044	72
28805	28044	69
29122	28370	55
29438	28696	54
29438	28696	57
29438	28696	74
29438	28696	69
29712	29022	52
29712	29022	67
29985	29348	50
29985	29348	62
29985	29348	69
29985	29348	66
30265	29674	71
30544	30000	52
30544	30000	55
30544	30000	72
30544	30000	64
30802	30326	54
30802	30326	57
31059	30652	55
31059	30652	59
31059	30652	71
31059	30652	62
31360	30978	62
31360	30978	67
31661	31304	48
31661	31304	64
31661	31304	69
31661	31304	67
31805	31467	71
31949	31631	72
31949	31631	64
32237	31957	50
32237	31957	62
32237	31957	69
32237	31957	66
32553	32283	60
32868	32609	43
32868	32609	59
32868	32609	67
32868	32609	62
34633	33261	52
34633	33261	55
34633	33261	72
34633	33261	64
34930	33587	54
34930	33587	57
35226	33913	55
35226	33913	59
35226	33913	71
35226	33913	62
35510	34239	60
35510	34239	64
35794	34565	54
35794	34565	62
35794	34565	69
35794	34565	66
36064	34891	56
36064	34891	71
36064	34891	65
36334	35218	57
36334	35218	60
36334	35218	72
36334	35218	64
36636	35544	55
36636	35544	59
36937	35870	53
36937	35870	57
36937	35870	74
36937	35870	69
37171	36196	52
37171	36196	60
37171	36196	72
37404	36522	50
37404	36522	65
37404	36522	71
37722	36848	47
37722	36848	62
38039	37174	52
38039	37174	59
38039	37174	68
38322	37500	64
38604	37826	45
38604	37826	61
38604	37826	69
38604	37826	64
